Hierarchy Level	Metric Name	Metric Value
0	Elapsed Time	640.692243
1	Clockticks	4779904500000
1	Instructions Retired	7987950600000
1	CPI Rate	0.598389
1	MUX Reliability	0.999654
1	Front-End Bound	23.7
2	Front-End Latency	10.2
3	ICache Misses	0.7
3	ITLB Overhead	0.1
3	Branch Resteers	0.7
4	Mispredicts Resteers	0.5
4	Clears Resteers	0.1
4	Unknown Branches	0.2
3	DSB Switches	4.3
3	Length Changing Prefixes	0.0
3	MS Switches	4.6
2	Front-End Bandwidth	13.6
3	Front-End Bandwidth MITE	23.9
3	Front-End Bandwidth DSB	13.8
3	Front-End Bandwidth LSD	1.4
3	(Info) DSB Coverage	41.7
3	(Info) LSD Coverage	10.9
1	Bad Speculation	1.3
2	Branch Mispredict	1.1
2	Machine Clears	0.1
1	Back-End Bound	11.4
2	Memory Bound	6.1
3	L1 Bound	13.6
4	DTLB Overhead	3.2
4	Loads Blocked by Store Forwarding	0.1
4	Lock Latency	0.0
4	Split Loads	0.1
4	4K Aliasing	3.6
4	FB Full	39.3
3	L2 Bound	1.0
3	L3 Bound	1.1
4	Contested Accesses	0.1
4	Data Sharing	0.0
4	L3 Latency	3.5
4	SQ Full	3.1
3	DRAM Bound	3.3
4	Memory Bandwidth	22.6
4	Memory Latency	57.9
5	Local DRAM	7.2
5	Remote DRAM	0.0
5	Remote Cache	0.0
3	Store Bound	6.8
4	Store Latency	23.3
5	Store L2	4.7
5	Store L3	4.0
5	Store Memory	14.5
4	False Sharing	0.0
4	Split Stores	0.5
4	DTLB Store Overhead	0.4
2	Core Bound	5.4
3	Divider	0.0
3	Port Utilization	23.0
4	Cycles of 0 Ports Utilized	66.8
4	Cycles of 1 Port Utilized	9.2
4	Cycles of 2 Ports Utilized	14.9
4	Cycles of 3+ Ports Utilized	42.7
5	Port 0	31.9
5	Port 1	31.8
5	Port 2	42.2
5	Port 3	43.4
5	Port 4	36.3
5	Port 5	32.9
5	Port 6	48.5
5	Port 7	19.2
4	Vector Capacity Usage (FPU)	25.0
1	Retiring	63.6
2	General Retirement	57.7
3	FP Arithmetic	0.0
4	FP x87	0.0
4	FP Scalar	0.0
4	FP Vector	0.0
3	Other	100.0
2	Microcode Sequencer	5.9
3	Assists	0.0
1	Total Thread Count	47
1	Paused Time	0.0
1	Frame Count	169
0	Collection and Platform Info	
1	User Name	root
1	Operating System	4.4.0-64-generic NAME="Ubuntu" VERSION="16.04.3 LTS (Xenial Xerus)" ID=ubuntu ID_LIKE=debian PRETTY_NAME="Ubuntu 16.04.3 LTS" VERSION_ID="16.04" HOME_URL="http://www.ubuntu.com/" SUPPORT_URL="http://help.ubuntu.com/" BUG_REPORT_URL="http://bugs.launchpad.net/ubuntu/" VERSION_CODENAME=xenial UBUNTU_CODENAME=xenial
1	Computer Name	ubuntu
1	Result Size	2632631459
1	Collection start time	13:32:45 18/12/2018 UTC
1	Collection stop time	13:43:25 18/12/2018 UTC
1	Collector Type	Event-based sampling driver
1	CPU	
2	Name	Intel(R) Xeon(R) Processor code named Broadwell
2	Frequency	2099998524
2	Logical CPU Count	32
