Hierarchy Level	Metric Name	Metric Value
0	Elapsed Time	507.283937
1	Clockticks	479698800000
1	Instructions Retired	979456800000
1	CPI Rate	0.489760
1	MUX Reliability	0.961542
1	Front-End Bound	21.1
2	Front-End Latency	9.5
3	ICache Misses	0.9
3	ITLB Overhead	0.2
3	Branch Resteers	1.7
4	Mispredicts Resteers	1.4
4	Clears Resteers	0.1
4	Unknown Branches	0.2
3	DSB Switches	4.1
3	Length Changing Prefixes	0.0
3	MS Switches	3.4
2	Front-End Bandwidth	11.5
3	Front-End Bandwidth MITE	17.9
3	Front-End Bandwidth DSB	16.8
3	Front-End Bandwidth LSD	1.1
3	(Info) DSB Coverage	47.7
3	(Info) LSD Coverage	13.9
1	Bad Speculation	3.5
2	Branch Mispredict	3.4
2	Machine Clears	0.2
1	Back-End Bound	12.7
2	Memory Bound	4.5
3	L1 Bound	7.4
4	DTLB Overhead	3.7
4	Loads Blocked by Store Forwarding	0.1
4	Lock Latency	0.0
4	Split Loads	0.0
4	4K Aliasing	5.9
4	FB Full	36.1
3	L2 Bound	1.5
3	L3 Bound	1.8
4	Contested Accesses	0.0
4	Data Sharing	0.0
4	L3 Latency	6.1
4	SQ Full	1.1
3	DRAM Bound	3.9
4	Memory Bandwidth	22.0
4	Memory Latency	61.9
5	Local DRAM	7.5
5	Remote DRAM	0.0
5	Remote Cache	0.0
3	Store Bound	6.7
4	Store Latency	25.0
5	Store L2	6.1
5	Store L3	2.7
5	Store Memory	16.1
4	False Sharing	0.0
4	Split Stores	0.6
4	DTLB Store Overhead	1.0
2	Core Bound	8.2
3	Divider	0.0
3	Port Utilization	38.6
4	Cycles of 0 Ports Utilized	49.8
4	Cycles of 1 Port Utilized	9.4
4	Cycles of 2 Ports Utilized	11.4
4	Cycles of 3+ Ports Utilized	29.0
5	Port 0	31.3
5	Port 1	30.1
5	Port 2	38.5
5	Port 3	39.3
5	Port 4	31.7
5	Port 5	32.0
5	Port 6	46.0
5	Port 7	17.0
4	Vector Capacity Usage (FPU)	25.0
1	Retiring	62.7
2	General Retirement	57.3
3	FP Arithmetic	0.1
4	FP x87	0.0
4	FP Scalar	0.1
4	FP Vector	0.0
3	Other	99.9
2	Microcode Sequencer	5.4
3	Assists	0.0
1	Total Thread Count	67
1	Paused Time	0.0
1	Frame Count	21
0	Collection and Platform Info	
1	User Name	root
1	Operating System	4.4.0-64-generic NAME="Ubuntu" VERSION="16.04.3 LTS (Xenial Xerus)" ID=ubuntu ID_LIKE=debian PRETTY_NAME="Ubuntu 16.04.3 LTS" VERSION_ID="16.04" HOME_URL="http://www.ubuntu.com/" SUPPORT_URL="http://help.ubuntu.com/" BUG_REPORT_URL="http://bugs.launchpad.net/ubuntu/" VERSION_CODENAME=xenial UBUNTU_CODENAME=xenial
1	Computer Name	ubuntu
1	Result Size	527388694
1	Collection start time	14:46:36 18/12/2018 UTC
1	Collection stop time	14:55:04 18/12/2018 UTC
1	Collector Type	Event-based sampling driver
1	CPU	
2	Name	Intel(R) Xeon(R) Processor code named Broadwell
2	Frequency	2099998526
2	Logical CPU Count	32
