Hierarchy Level	Metric Name	Metric Value
0	Elapsed Time	19.054305
1	Clockticks	338436000000
1	Instructions Retired	399262500000
1	CPI Rate	0.847653
1	MUX Reliability	0.999600
1	Front-End Bound	25.2
2	Front-End Latency	13.2
3	ICache Misses	1.7
3	ITLB Overhead	0.4
3	Branch Resteers	3.5
4	Mispredicts Resteers	2.4
4	Clears Resteers	0.0
4	Unknown Branches	1.0
3	DSB Switches	3.4
3	Length Changing Prefixes	0.0
3	MS Switches	3.6
2	Front-End Bandwidth	12.0
3	Front-End Bandwidth MITE	22.6
3	Front-End Bandwidth DSB	12.0
3	Front-End Bandwidth LSD	1.6
3	(Info) DSB Coverage	40.9
3	(Info) LSD Coverage	11.0
1	Bad Speculation	4.6
2	Branch Mispredict	4.5
2	Machine Clears	0.1
1	Back-End Bound	21.4
2	Memory Bound	14.1
3	L1 Bound	13.4
4	DTLB Overhead	2.7
4	Loads Blocked by Store Forwarding	0.0
4	Lock Latency	0.0
4	Split Loads	0.0
4	4K Aliasing	2.1
4	FB Full	66.9
3	L2 Bound	2.0
3	L3 Bound	3.7
4	Contested Accesses	0.5
4	Data Sharing	0.1
4	L3 Latency	7.0
4	SQ Full	4.8
3	DRAM Bound	8.8
4	Memory Bandwidth	33.3
4	Memory Latency	52.7
5	Local DRAM	12.0
5	Remote DRAM	0.0
5	Remote Cache	0.0
3	Store Bound	10.9
4	Store Latency	26.5
5	Store L2	3.0
5	Store L3	5.9
5	Store Memory	17.7
4	False Sharing	0.3
4	Split Stores	0.4
4	DTLB Store Overhead	0.5
2	Core Bound	7.4
3	Divider	0.0
3	Port Utilization	20.3
4	Cycles of 0 Ports Utilized	64.8
4	Cycles of 1 Port Utilized	13.8
4	Cycles of 2 Ports Utilized	15.2
4	Cycles of 3+ Ports Utilized	35.9
5	Port 0	23.8
5	Port 1	24.6
5	Port 2	32.9
5	Port 3	33.7
5	Port 4	26.6
5	Port 5	25.8
5	Port 6	41.2
5	Port 7	14.5
4	Vector Capacity Usage (FPU)	0.0
1	Retiring	48.8
2	General Retirement	45.0
3	FP Arithmetic	0.0
4	FP x87	0.0
4	FP Scalar	0.0
4	FP Vector	0.0
3	Other	100.0
2	Microcode Sequencer	3.8
3	Assists	0.0
1	Total Thread Count	153
1	Paused Time	0.0
1	Frame Count	30
0	Collection and Platform Info	
1	Application Command Line	./driver 
1	User Name	root
1	Operating System	4.4.0-64-generic NAME="Ubuntu" VERSION="16.04.3 LTS (Xenial Xerus)" ID=ubuntu ID_LIKE=debian PRETTY_NAME="Ubuntu 16.04.3 LTS" VERSION_ID="16.04" HOME_URL="http://www.ubuntu.com/" SUPPORT_URL="http://help.ubuntu.com/" BUG_REPORT_URL="http://bugs.launchpad.net/ubuntu/" VERSION_CODENAME=xenial UBUNTU_CODENAME=xenial
1	Computer Name	ubuntu
1	Result Size	258008076
1	Collection start time	20:32:21 19/11/2018 UTC
1	Collection stop time	20:32:40 19/11/2018 UTC
1	Collector Type	Event-based sampling driver
1	CPU	
2	Name	Intel(R) Xeon(R) Processor code named Broadwell
2	Frequency	2099998469
2	Logical CPU Count	32
