Hierarchy Level	Metric Name	Metric Value
0	Elapsed Time	7.117092
1	Clockticks	38346000000
1	Instructions Retired	44041200000
1	CPI Rate	0.870685
1	MUX Reliability	0.934128
1	Front-End Bound	31.6
2	Front-End Latency	22.4
3	ICache Misses	7.4
3	ITLB Overhead	1.2
3	Branch Resteers	4.5
4	Mispredicts Resteers	3.1
4	Clears Resteers	0.0
4	Unknown Branches	1.4
3	DSB Switches	0.9
3	Length Changing Prefixes	0.0
3	MS Switches	1.3
2	Front-End Bandwidth	9.3
3	Front-End Bandwidth MITE	15.1
3	Front-End Bandwidth DSB	14.8
3	Front-End Bandwidth LSD	0.1
3	(Info) DSB Coverage	70.1
3	(Info) LSD Coverage	4.0
1	Bad Speculation	15.6
2	Branch Mispredict	15.6
2	Machine Clears	0.0
1	Back-End Bound	19.9
2	Memory Bound	12.4
3	L1 Bound	13.3
4	DTLB Overhead	4.7
4	Loads Blocked by Store Forwarding	0.5
4	Lock Latency	0.1
4	Split Loads	0.0
4	4K Aliasing	2.1
4	FB Full	2.1
3	L2 Bound	0.0
3	L3 Bound	11.4
4	Contested Accesses	0.0
4	Data Sharing	0.0
4	L3 Latency	42.8
4	SQ Full	0.1
3	DRAM Bound	1.7
4	Memory Bandwidth	16.8
4	Memory Latency	46.4
5	Local DRAM	9.0
5	Remote DRAM	0.0
5	Remote Cache	0.0
3	Store Bound	5.1
4	Store Latency	22.4
5	Store L2	0.2
5	Store L3	12.5
5	Store Memory	9.7
4	False Sharing	0.0
4	Split Stores	0.1
4	DTLB Store Overhead	1.0
2	Core Bound	7.5
3	Divider	0.1
3	Port Utilization	19.0
4	Cycles of 0 Ports Utilized	33.0
4	Cycles of 1 Port Utilized	6.9
4	Cycles of 2 Ports Utilized	9.1
4	Cycles of 3+ Ports Utilized	17.0
5	Port 0	14.7
5	Port 1	16.0
5	Port 2	25.9
5	Port 3	27.0
5	Port 4	18.4
5	Port 5	16.1
5	Port 6	32.4
5	Port 7	11.5
4	Vector Capacity Usage (FPU)	0.0
1	Retiring	32.9
2	General Retirement	32.0
3	FP Arithmetic	0.0
4	FP x87	0.0
4	FP Scalar	0.0
4	FP Vector	0.0
3	Other	100.0
2	Microcode Sequencer	0.8
3	Assists	0.0
1	Total Thread Count	138
1	Paused Time	0.0
1	Frame Count	5
0	Collection and Platform Info	
1	Application Command Line	./driver 
1	User Name	root
1	Operating System	4.4.0-64-generic NAME="Ubuntu" VERSION="16.04.3 LTS (Xenial Xerus)" ID=ubuntu ID_LIKE=debian PRETTY_NAME="Ubuntu 16.04.3 LTS" VERSION_ID="16.04" HOME_URL="http://www.ubuntu.com/" SUPPORT_URL="http://help.ubuntu.com/" BUG_REPORT_URL="http://bugs.launchpad.net/ubuntu/" VERSION_CODENAME=xenial UBUNTU_CODENAME=xenial
1	Computer Name	ubuntu
1	Result Size	78533817
1	Collection start time	21:45:24 19/11/2018 UTC
1	Collection stop time	21:45:31 19/11/2018 UTC
1	Collector Type	Event-based sampling driver
1	CPU	
2	Name	Intel(R) Xeon(R) Processor code named Broadwell
2	Frequency	2099998411
2	Logical CPU Count	32
