Hierarchy Level	Metric Name	Metric Value
0	Elapsed Time	246.233784
1	Clockticks	932318100000
1	Instructions Retired	1888920600000
1	CPI Rate	0.493572
1	MUX Reliability	0.998251
1	Front-End Bound	11.4
2	Front-End Latency	4.7
3	ICache Misses	1.3
3	ITLB Overhead	0.3
3	Branch Resteers	3.0
4	Mispredicts Resteers	2.3
4	Clears Resteers	0.1
4	Unknown Branches	0.6
3	DSB Switches	0.8
3	Length Changing Prefixes	0.0
3	MS Switches	2.7
2	Front-End Bandwidth	6.7
3	Front-End Bandwidth MITE	3.6
3	Front-End Bandwidth DSB	26.1
3	Front-End Bandwidth LSD	1.3
3	(Info) DSB Coverage	78.6
3	(Info) LSD Coverage	13.4
1	Bad Speculation	4.3
2	Branch Mispredict	4.1
2	Machine Clears	0.1
1	Back-End Bound	31.7
2	Memory Bound	12.2
3	L1 Bound	7.8
4	DTLB Overhead	3.5
4	Loads Blocked by Store Forwarding	0.1
4	Lock Latency	0.1
4	Split Loads	0.1
4	4K Aliasing	5.9
4	FB Full	38.4
3	L2 Bound	1.9
3	L3 Bound	2.8
4	Contested Accesses	1.5
4	Data Sharing	0.1
4	L3 Latency	11.3
4	SQ Full	1.5
3	DRAM Bound	6.9
4	Memory Bandwidth	21.9
4	Memory Latency	52.6
5	Local DRAM	20.1
5	Remote DRAM	0.0
5	Remote Cache	0.0
3	Store Bound	7.4
4	Store Latency	24.8
5	Store L2	4.2
5	Store L3	4.6
5	Store Memory	16.0
4	False Sharing	0.1
4	Split Stores	0.3
4	DTLB Store Overhead	0.4
2	Core Bound	19.5
3	Divider	2.2
3	Port Utilization	43.0
4	Cycles of 0 Ports Utilized	44.4
4	Cycles of 1 Port Utilized	8.2
4	Cycles of 2 Ports Utilized	11.2
4	Cycles of 3+ Ports Utilized	25.1
5	Port 0	26.8
5	Port 1	26.3
5	Port 2	39.4
5	Port 3	40.6
5	Port 4	27.4
5	Port 5	26.6
5	Port 6	43.9
5	Port 7	17.3
4	Vector Capacity Usage (FPU)	21.0
1	Retiring	52.6
2	General Retirement	51.1
3	FP Arithmetic	0.2
4	FP x87	0.1
4	FP Scalar	0.2
4	FP Vector	0.0
3	Other	99.8
2	Microcode Sequencer	1.5
3	Assists	0.0
1	Total Thread Count	137
1	Paused Time	0.0
1	Frame Count	61
0	Collection and Platform Info	
1	Application Command Line	./driver 
1	User Name	root
1	Operating System	4.4.0-64-generic NAME="Ubuntu" VERSION="16.04.3 LTS (Xenial Xerus)" ID=ubuntu ID_LIKE=debian PRETTY_NAME="Ubuntu 16.04.3 LTS" VERSION_ID="16.04" HOME_URL="http://www.ubuntu.com/" SUPPORT_URL="http://help.ubuntu.com/" BUG_REPORT_URL="http://bugs.launchpad.net/ubuntu/" VERSION_CODENAME=xenial UBUNTU_CODENAME=xenial
1	Computer Name	ubuntu
1	Result Size	689366743
1	Collection start time	01:57:58 17/12/2018 UTC
1	Collection stop time	02:02:05 17/12/2018 UTC
1	Collector Type	Event-based sampling driver
1	CPU	
2	Name	Intel(R) Xeon(R) Processor code named Broadwell
2	Frequency	2099998527
2	Logical CPU Count	32
