Hierarchy Level	Metric Name	Metric Value
0	Elapsed Time	1478.837078
1	Clockticks	4231531500000
1	Instructions Retired	8791786500000
1	CPI Rate	0.481305
1	MUX Reliability	0.999970
1	Front-End Bound	10.8
2	Front-End Latency	3.4
3	ICache Misses	0.7
3	ITLB Overhead	0.2
3	Branch Resteers	4.1
4	Mispredicts Resteers	3.7
4	Clears Resteers	0.1
4	Unknown Branches	0.3
3	DSB Switches	1.0
3	Length Changing Prefixes	0.0
3	MS Switches	1.2
2	Front-End Bandwidth	7.4
3	Front-End Bandwidth MITE	7.5
3	Front-End Bandwidth DSB	23.7
3	Front-End Bandwidth LSD	1.1
3	(Info) DSB Coverage	72.9
3	(Info) LSD Coverage	12.6
1	Bad Speculation	5.8
2	Branch Mispredict	5.7
2	Machine Clears	0.1
1	Back-End Bound	35.3
2	Memory Bound	13.5
3	L1 Bound	6.2
4	DTLB Overhead	2.3
4	Loads Blocked by Store Forwarding	0.1
4	Lock Latency	0.0
4	Split Loads	0.1
4	4K Aliasing	10.3
4	FB Full	30.6
3	L2 Bound	1.8
3	L3 Bound	5.7
4	Contested Accesses	0.3
4	Data Sharing	0.1
4	L3 Latency	32.2
4	SQ Full	0.9
3	DRAM Bound	4.8
4	Memory Bandwidth	31.7
4	Memory Latency	60.2
5	Local DRAM	18.2
5	Remote DRAM	0.0
5	Remote Cache	0.0
3	Store Bound	7.4
4	Store Latency	29.1
5	Store L2	4.2
5	Store L3	5.0
5	Store Memory	20.0
4	False Sharing	0.1
4	Split Stores	0.4
4	DTLB Store Overhead	0.2
2	Core Bound	21.8
3	Divider	2.1
3	Port Utilization	41.9
4	Cycles of 0 Ports Utilized	39.9
4	Cycles of 1 Port Utilized	8.0
4	Cycles of 2 Ports Utilized	9.9
4	Cycles of 3+ Ports Utilized	22.0
5	Port 0	26.0
5	Port 1	23.9
5	Port 2	37.6
5	Port 3	38.7
5	Port 4	26.4
5	Port 5	24.8
5	Port 6	42.3
5	Port 7	16.4
4	Vector Capacity Usage (FPU)	20.9
1	Retiring	48.0
2	General Retirement	47.2
3	FP Arithmetic	0.2
4	FP x87	0.1
4	FP Scalar	0.2
4	FP Vector	0.0
3	Other	99.8
2	Microcode Sequencer	0.8
3	Assists	0.0
1	Total Thread Count	108
1	Paused Time	0.0
1	Frame Count	651
0	Collection and Platform Info	
1	Application Command Line	./driver 
1	User Name	root
1	Operating System	4.4.0-64-generic NAME="Ubuntu" VERSION="16.04.3 LTS (Xenial Xerus)" ID=ubuntu ID_LIKE=debian PRETTY_NAME="Ubuntu 16.04.3 LTS" VERSION_ID="16.04" HOME_URL="http://www.ubuntu.com/" SUPPORT_URL="http://help.ubuntu.com/" BUG_REPORT_URL="http://bugs.launchpad.net/ubuntu/" VERSION_CODENAME=xenial UBUNTU_CODENAME=xenial
1	Computer Name	ubuntu
1	Result Size	2744848273
1	Collection start time	03:19:44 17/12/2018 UTC
1	Collection stop time	03:44:23 17/12/2018 UTC
1	Collector Type	Event-based sampling driver
1	CPU	
2	Name	Intel(R) Xeon(R) Processor code named Broadwell
2	Frequency	2099998524
2	Logical CPU Count	32
