Hierarchy Level	Metric Name	Metric Value
0	Elapsed Time	1165.209652
1	Clockticks	4162968600000
1	Instructions Retired	8992548600000
1	CPI Rate	0.462935
1	MUX Reliability	0.998660
1	Front-End Bound	19.9
2	Front-End Latency	8.5
3	ICache Misses	0.6
3	ITLB Overhead	0.2
3	Branch Resteers	2.2
4	Mispredicts Resteers	1.8
4	Clears Resteers	0.1
4	Unknown Branches	0.3
3	DSB Switches	2.8
3	Length Changing Prefixes	0.0
3	MS Switches	3.4
2	Front-End Bandwidth	11.4
3	Front-End Bandwidth MITE	16.7
3	Front-End Bandwidth DSB	16.4
3	Front-End Bandwidth LSD	1.0
3	(Info) DSB Coverage	49.8
3	(Info) LSD Coverage	13.8
1	Bad Speculation	3.3
2	Branch Mispredict	3.2
2	Machine Clears	0.1
1	Back-End Bound	19.9
2	Memory Bound	6.8
3	L1 Bound	6.3
4	DTLB Overhead	2.6
4	Loads Blocked by Store Forwarding	0.1
4	Lock Latency	0.0
4	Split Loads	0.1
4	4K Aliasing	6.4
4	FB Full	34.1
3	L2 Bound	1.2
3	L3 Bound	1.7
4	Contested Accesses	0.2
4	Data Sharing	0.1
4	L3 Latency	7.4
4	SQ Full	1.0
3	DRAM Bound	4.5
4	Memory Bandwidth	20.7
4	Memory Latency	68.4
5	Local DRAM	12.6
5	Remote DRAM	0.0
5	Remote Cache	0.0
3	Store Bound	7.4
4	Store Latency	27.1
5	Store L2	6.2
5	Store L3	3.5
5	Store Memory	17.4
4	False Sharing	0.0
4	Split Stores	0.6
4	DTLB Store Overhead	0.5
2	Core Bound	13.1
3	Divider	0.0
3	Port Utilization	40.2
4	Cycles of 0 Ports Utilized	43.4
4	Cycles of 1 Port Utilized	6.5
4	Cycles of 2 Ports Utilized	10.3
4	Cycles of 3+ Ports Utilized	26.6
5	Port 0	29.8
5	Port 1	29.6
5	Port 2	38.2
5	Port 3	39.0
5	Port 4	32.6
5	Port 5	31.0
5	Port 6	45.7
5	Port 7	17.2
4	Vector Capacity Usage (FPU)	25.0
1	Retiring	56.9
2	General Retirement	51.7
3	FP Arithmetic	0.0
4	FP x87	0.0
4	FP Scalar	0.0
4	FP Vector	0.0
3	Other	100.0
2	Microcode Sequencer	5.2
3	Assists	0.0
1	Total Thread Count	106
1	Paused Time	0.0
1	Frame Count	500
0	Collection and Platform Info	
1	Application Command Line	./driver 
1	User Name	root
1	Operating System	4.4.0-64-generic NAME="Ubuntu" VERSION="16.04.3 LTS (Xenial Xerus)" ID=ubuntu ID_LIKE=debian PRETTY_NAME="Ubuntu 16.04.3 LTS" VERSION_ID="16.04" HOME_URL="http://www.ubuntu.com/" SUPPORT_URL="http://help.ubuntu.com/" BUG_REPORT_URL="http://bugs.launchpad.net/ubuntu/" VERSION_CODENAME=xenial UBUNTU_CODENAME=xenial
1	Computer Name	ubuntu
1	Result Size	2760474055
1	Collection start time	00:40:20 17/12/2018 UTC
1	Collection stop time	00:59:45 17/12/2018 UTC
1	Collector Type	Event-based sampling driver
1	CPU	
2	Name	Intel(R) Xeon(R) Processor code named Broadwell
2	Frequency	2099998524
2	Logical CPU Count	32
