Hierarchy Level	Metric Name	Metric Value
0	Elapsed Time	356.071102
1	Clockticks	4443205200000
1	Instructions Retired	6948280500000
1	CPI Rate	0.639468
1	MUX Reliability	0.998797
1	Front-End Bound	24.0
2	Front-End Latency	10.4
3	ICache Misses	0.6
3	ITLB Overhead	0.1
3	Branch Resteers	0.8
4	Mispredicts Resteers	0.6
4	Clears Resteers	0.1
4	Unknown Branches	0.2
3	DSB Switches	4.6
3	Length Changing Prefixes	0.0
3	MS Switches	4.8
2	Front-End Bandwidth	13.6
3	Front-End Bandwidth MITE	25.3
3	Front-End Bandwidth DSB	13.5
3	Front-End Bandwidth LSD	1.7
3	(Info) DSB Coverage	40.7
3	(Info) LSD Coverage	10.6
1	Bad Speculation	1.5
2	Branch Mispredict	1.4
2	Machine Clears	0.1
1	Back-End Bound	11.1
2	Memory Bound	5.9
3	L1 Bound	15.0
4	DTLB Overhead	5.4
4	Loads Blocked by Store Forwarding	0.0
4	Lock Latency	0.0
4	Split Loads	0.1
4	4K Aliasing	3.2
4	FB Full	47.1
3	L2 Bound	0.9
3	L3 Bound	1.1
4	Contested Accesses	0.2
4	Data Sharing	0.2
4	L3 Latency	3.6
4	SQ Full	3.7
3	DRAM Bound	4.6
4	Memory Bandwidth	25.5
4	Memory Latency	57.7
5	Local DRAM	9.2
5	Remote DRAM	1.6
5	Remote Cache	0.0
3	Store Bound	6.5
4	Store Latency	24.7
5	Store L2	4.7
5	Store L3	4.5
5	Store Memory	15.5
4	False Sharing	0.1
4	Split Stores	0.5
4	DTLB Store Overhead	0.9
2	Core Bound	5.2
3	Divider	0.0
3	Port Utilization	24.8
4	Cycles of 0 Ports Utilized	72.4
4	Cycles of 1 Port Utilized	10.1
4	Cycles of 2 Ports Utilized	17.1
4	Cycles of 3+ Ports Utilized	45.2
5	Port 0	33.1
5	Port 1	32.1
5	Port 2	39.0
5	Port 3	40.0
5	Port 4	32.8
5	Port 5	33.6
5	Port 6	49.0
5	Port 7	16.8
4	Vector Capacity Usage (FPU)	25.0
1	Retiring	63.4
2	General Retirement	57.7
3	FP Arithmetic	0.0
4	FP x87	0.0
4	FP Scalar	0.0
4	FP Vector	0.0
3	Other	100.0
2	Microcode Sequencer	5.7
3	Assists	0.0
1	Total Thread Count	140
1	Paused Time	0.0
1	Frame Count	134
0	Collection and Platform Info	
1	Application Command Line	./driver 
1	User Name	root
1	Operating System	4.4.0-64-generic NAME="Ubuntu" VERSION="16.04.3 LTS (Xenial Xerus)" ID=ubuntu ID_LIKE=debian PRETTY_NAME="Ubuntu 16.04.3 LTS" VERSION_ID="16.04" HOME_URL="http://www.ubuntu.com/" SUPPORT_URL="http://help.ubuntu.com/" BUG_REPORT_URL="http://bugs.launchpad.net/ubuntu/" VERSION_CODENAME=xenial UBUNTU_CODENAME=xenial
1	Computer Name	ubuntu
1	Result Size	2479313329
1	Collection start time	23:20:41 16/12/2018 UTC
1	Collection stop time	23:26:37 16/12/2018 UTC
1	Collector Type	Event-based sampling driver
1	CPU	
2	Name	Intel(R) Xeon(R) Processor code named Broadwell
2	Frequency	2099998526
2	Logical CPU Count	32
