Hierarchy Level	Metric Name	Metric Value
0	Elapsed Time	260.765962
1	Clockticks	2045696100000
1	Instructions Retired	3291460200000
1	CPI Rate	0.621516
1	MUX Reliability	0.999759
1	Front-End Bound	24.0
2	Front-End Latency	11.4
3	ICache Misses	0.8
3	ITLB Overhead	0.2
3	Branch Resteers	1.1
4	Mispredicts Resteers	0.8
4	Clears Resteers	0.1
4	Unknown Branches	0.3
3	DSB Switches	5.4
3	Length Changing Prefixes	0.0
3	MS Switches	4.5
2	Front-End Bandwidth	12.7
3	Front-End Bandwidth MITE	24.6
3	Front-End Bandwidth DSB	13.0
3	Front-End Bandwidth LSD	1.6
3	(Info) DSB Coverage	39.2
3	(Info) LSD Coverage	12.0
1	Bad Speculation	1.6
2	Branch Mispredict	1.5
2	Machine Clears	0.1
1	Back-End Bound	11.1
2	Memory Bound	5.9
3	L1 Bound	14.1
4	DTLB Overhead	4.9
4	Loads Blocked by Store Forwarding	0.1
4	Lock Latency	0.0
4	Split Loads	0.1
4	4K Aliasing	2.7
4	FB Full	47.4
3	L2 Bound	1.1
3	L3 Bound	1.3
4	Contested Accesses	0.3
4	Data Sharing	0.1
4	L3 Latency	4.8
4	SQ Full	3.7
3	DRAM Bound	3.7
4	Memory Bandwidth	22.3
4	Memory Latency	55.7
5	Local DRAM	8.9
5	Remote DRAM	0.1
5	Remote Cache	0.0
3	Store Bound	7.3
4	Store Latency	25.3
5	Store L2	4.9
5	Store L3	4.6
5	Store Memory	15.8
4	False Sharing	0.1
4	Split Stores	0.5
4	DTLB Store Overhead	0.7
2	Core Bound	5.1
3	Divider	0.0
3	Port Utilization	23.8
4	Cycles of 0 Ports Utilized	69.2
4	Cycles of 1 Port Utilized	9.9
4	Cycles of 2 Ports Utilized	16.0
4	Cycles of 3+ Ports Utilized	43.3
5	Port 0	32.4
5	Port 1	31.6
5	Port 2	39.6
5	Port 3	40.2
5	Port 4	32.2
5	Port 5	32.9
5	Port 6	47.6
5	Port 7	16.2
4	Vector Capacity Usage (FPU)	25.0
1	Retiring	63.3
2	General Retirement	57.6
3	FP Arithmetic	0.0
4	FP x87	0.0
4	FP Scalar	0.0
4	FP Vector	0.0
3	Other	100.0
2	Microcode Sequencer	5.8
3	Assists	0.0
1	Total Thread Count	87
1	Paused Time	0.0
0	Collection and Platform Info	
1	Application Command Line	sudo "numactl" "--physcpubind=2,3,18,19" "--membind=0" "sudo" "/usr/local/spark/bin/spark-submit" "/home/hduser/Tungsten/Benchmark/samikshabench.jar" "off" "wordcount" "../wc_inputs/10gb" 
1	User Name	root
1	Operating System	4.4.0-64-generic NAME="Ubuntu" VERSION="16.04.3 LTS (Xenial Xerus)" ID=ubuntu ID_LIKE=debian PRETTY_NAME="Ubuntu 16.04.3 LTS" VERSION_ID="16.04" HOME_URL="http://www.ubuntu.com/" SUPPORT_URL="http://help.ubuntu.com/" BUG_REPORT_URL="http://bugs.launchpad.net/ubuntu/" VERSION_CODENAME=xenial UBUNTU_CODENAME=xenial
1	Computer Name	ubuntu
1	Result Size	1094104696
1	Collection start time	22:40:57 17/12/2018 UTC
1	Collection stop time	22:45:18 17/12/2018 UTC
1	Collector Type	Event-based sampling driver
1	CPU	
2	Name	Intel(R) Xeon(R) Processor code named Broadwell
2	Frequency	2099998527
2	Logical CPU Count	32
